item,count
Can I receive one of these therapies and still not benefit from it?,1
Can I receive ALK kinase inhibitor drug therapy and still not benefit from it?,1
"Can I prevent, decrease, or get rid of parietal cell antibodies?",1
Can I perform this test at home?,1
Can I monitor triglyceride levels at home?,1
Can I monitor myself at home?,1
Can I monitor my child’s type 1 diabetes with a CGM device?,1
Can I lower my IL-6 level?,1
Can IL-6 be measured in samples other than blood?,1
Can I just test my blood or urine instead of the stone?,1
Can I just order the test on the internet and perform it at home?,1
Can I just do the screening fecal fat test and not the 72-hour test?,1
Can I have VWD and not know it?,1
Can I have the SMRP test done in my healthcare provider's office?,1
Can vegetarians meet their phosphorus needs without resorting to meat or dairy?,1
Can VWF testing be performed in my doctor's office?,1
Can I choose either a blood (total or free) or urine copper test?,1
Cystatin C,1
"Culture, blood",1
"Culture, sputum",1
"Culture, Urine",1
"Culture, wound",1
Cyclic Citrullinated Peptide Antibody,1
Cyclosporine,1
Cystic Fibrosis (CF) Gene Mutations Testing,1
Can warfarin sensitivity testing be done in my doctor's office?,1
Cystic Fibrosis Gene Mutation Panel,1
"Cytomegalovirus Antibody (IgG and IgM), PCR, Culture",1
Cytomegalovirus (CMV) Tests,1
D-dimer,1
Deaminated Gliadin Peptide Antibodies,1
Dehydroepiandrosterone Sulfate,1
CSF Physical Features (pressure and appearance),1
CSF Chemical Tests,1
Crystals,1
Cryptosporidium (arrows). Image credit: CDC,1
Cryoglobulins,1
Creatinine Clearance,1
Creatinine,1
Creatine Kinase-MB,1
Creatine Kinase (CK),1
C-Reactive Protein (CRP),1
C-peptide,1
COVID-19 Antigen Test Results,1
COVID-19 Antigen Test,1
COVID-19 Antibody Test Results,1
COVID-19 Antibody Test,1
Could I calculate my own eGFR?,1
Could any medications I may be taking have an effect on my homocysteine level?,1
"Dengue Antibodies (IgG, IgM)",1
Dengue fever is spread by the bites of mosquitoes. Image credit: James Gathany,1
Dengue Fever Testing,1
Do all people with iron deficiency have anemia?,1
Does everyone metabolize alcohol at the same rate?,1
Does early detection of beta cell destruction allow its prevention?,1
Does donating blood affect my iron level?,1
Does chickenpox leave scars?,1
Does anemia due to iron deficiency happen quickly or does it take a long time?,1
Do elevated lipase levels always mean I have a pancreatic condition?,1
Do elevated amylase levels always mean that I have a pancreatic condition?,1
Do EBV infection and mono occur throughout the world?,1
Do diet and nutrition help keep RBCs at healthy levels?,1
Do creatinine levels change with age?,1
Do chickenpox and shingles occur throughout the world?,1
Do any forms of tobacco not contain nicotine?,1
Do all states require or offer newborn screening for CF? Do I need to request it?,1
Do all people with iron deficiency have anemia? What are the symptoms?,1
Do all men have estrogens?,1
Dengue Virus by PCR,1
Do adults get mono?,1
Direct LDL Cholesterol,1
Direct Antiglobulin Test,1
"Digoxin, serum",1
Digoxin,1
Digital rectal exam. Image credit: National Cancer Institute,1
Did You Know? Human Papillomavirus (HPV) Statistics. Video credit: National Cancer Institute,1
DHEAS,1
Details on White Blood Cells,1
Details on Red Blood Cell Irregularities (RBC morphology),1
Details on CSF Tests,1
Details on CBC Results,1
Des-gamma-carboxy prothrombin (DCP),1
Descriptions of two different metanephrine tests are available:,1
Cotinine,1
CO<sub>2</sub> Content,1
Cortisol,1
"Catecholamines, Plasma and Urine",1
"Chlamydia as seen under the microscope. Image credit: Lance Liotta, National Cancer Institute",1
Chickenpox and Shingles Tests,1
Chemistry Panels,1
Chemical Exam,1
"Cervix and nearby organs. Image credit: Don Bliss, National Cancer Institute",1
"Ceruloplasmin, serum",1
Ceruloplasmin,1
Cerebrospinal Fluid (CSF) Testing,1
Cerebrospinal Fluid Analysis,1
Cell-Free DNA Prenatal Screen for Fetal Aneuploidy,1
"Cell Counts, Differential and Microscopic Exam",1
Celiac Disease Antibody Tests,1
CD4 Lymphocyte Count,1
CD4 Count,1
Catecholamines,1
Chloride,1
Casts,1
"Cardiolipin Antibodies (IgG, IgM, and IgA)",1
Cardiolipin Antibodies,1
Cardiac-specific Troponin I and Troponin T,1
Cardiac Risk Assessment,1
Cardiac Biomarkers,1
Carcinoembryonic Antigen (CEA),1
Carbamazepine,1
Can Zika virus be passed from person to person?,1
Can Zika be prevented?,1
Can you outgrow or desensitize yourself to celiac disease?,1
Can you get shingles by being exposed to someone who has active symptoms of shingles?,1
Can whooping cough testing be done in my healthcare practitioner's office?,1
Can water be tested for Legionella bacteria?,1
Chlamydia Testing,1
Chloride Reference Range,1
"Copper, 24-hour urine, blood, and liver (hepatic) tissue",1
CO2 Reference Range,1
Copper,1
Continuous Glucose Monitoring,1
Confirmatory testing is usually performed with an instrument called a mass spectrometer.,1
Comprehensive Metabolic Panel Results,1
Comprehensive Metabolic Panel (CMP),1
Complete Blood Count (CBC),1
"Complement (Antigen, Functional or Activity)",1
Complement,1
Color,1
Colon Cancer Screening: What to Expect. Video credit: National Cancer Institute,1
Cold Agglutinins,1
Coagulation Factors Activity Assays,1
Coagulation Factors,1
Coagulation Cascade,1
Clostridium difficile and C. diff Toxin Testing,1
"Chloride, serum",1
Clostridioides difficile (formerly known as Clostridium difficile),1
Close up of the pituitary gland. Image credit: NIDDK,1
Clopidogrel (CYP2C19 Genotyping),1
CK-MB,1
Chymotrypsin,1
Chromosome Analysis (Karyotyping),1
Chromogranin A,1
Choride Reference Range,1
Cholinesterase Tests,1
Cholesterol Test Results,1
Cholesterol Test,1
Cholecalciferol (Vitamin D<sub>3</sub>),1
"Chloride, urine random",1
"Chloride, urine 24 hour",1
Can I develop rheumatic fever or glomerulonephritis at the same time as my strep throat?,1
Can I change my B vitamin levels?,1
Is pharmacogenetic testing required before taking certain drugs?,1
Are calcitonin levels elevated in other conditions besides c-cell hyperplasia and medullary thyroid cancer?,1
Arbovirus Testing,1
Are all CGM devices the same?,1
Are antibiotics useful when I have RSV?,1
Are any other methods used for immunophenotyping?,1
Are any other procedures done to help evaluate conditions involving the peritoneum?,1
Are arboviruses something I should worry about when I travel?,1
Are men screened for HPV infection?,1
Are there symptoms I should recognize if my RBCs are dangerously low or high?,1
Are men tested for progesterone?,1
Are myoglobin tests used to help diagnose heart attacks?,1
Are people who have no symptoms ever tested for WNV?,1
Are some antibiotics more likely to cause antibiotic-related diarrhea?,1
Are some people at a higher risk for developing a pheochromocytoma or neuroblastoma?,1
Are some people more at risk for a heart attack than others?,1
Apolipoprotein B,1
Apolipoprotein A-I,1
"APOE Genotyping, Cardiovascular Disease",1
"APOE Genotyping, Alzheimer Disease",1
Apo B,1
Apo A-I,1
Antithrombin (Activity and Antigen),1
Antithrombin,1
Antistreptolysin O Titer,1
Antistreptolysin O (ASO),1
Anti-Saccharomyces cerevisiae Antibodies (ASCA),1
Anti-Reticulin Antibodies,1
Antiphospholipid Syndrome: A Patient&#039;s Journey. Video credit: American Society of Hematology,1
Antiphospholipid Antibodies,1
Antinuclear Antibody Test Results,1
Antinuclear Antibody (ANA),1
"Antineutrophil Cytoplasmic Antibodies (ANCA, MPO, PR3)",1
Are the illicit synthetic forms of marijuana such as K2 and Spice the same thing as THC and can they be detected by marijuana testing?,1
Are there any other genetic tests that will diagnose AD?,1
Are there any side effects of performing a CEA test?,1
Are there other reasons to do a thoracentesis?,1
Are there over-the-counter (OTC) at-home FOBTs and are they just as good as stool tests performed by laboratories?,1
Are there other ways to test for intestinal parasites besides a stool exam?,1
Are there other ways to test for celiac disease?,1
Are there other ways to measure lactate than by sending a blood sample to the lab for testing?,1
Are there other ways to estimate or determine the glomerular filtration rate (GFR) of my kidneys?,1
Are there other ways of testing for resistance?,1
Are there other uses for vitamin D?,1
Are there other uses for the SHBG test?,1
Are there other types of tests available for EBV?,1
Are there other types of testing that evaluate EGFR in tumors?,1
Are there other types of strep bacteria that can cause a sore throat?,1
Are there other types of herpes viruses besides HSV-1 and HSV-2?,1
Are there other tumor markers used in ovarian cancer?,1
Are there other things that cause anemia besides iron deficiency?,1
Are there other reasons to do a pericardiocentesis?,1
Are there any symptoms associated with a high level of triglycerides?,1
Are there other reasons to do a paracentesis?,1
Are there other reasons to do an arthrocentesis?,1
Are there other reasons to do a lumbar puncture?,1
Are there other reasons for having increased urine albumin levels?,1
Are there other genetic changes that my healthcare practitioner may test for with leukemia?,1
Are there other genetic abnormalities associated with neoplastic hypereosinophilia or hypereosinophilic syndrome (HE/HES)?,1
Are there other causes of VWF deficiency besides inherited causes?,1
Are there other adipokines besides leptin?,1
Are there medications that can affect ADH levels?,1
Are there home test kits for determining if I am at risk for a heart attack?,1
Are there home test kits available to test my urine?,1
Are there different ways to measure testosterone as well as free and bioavailable testosterone?,1
Are there dietary recommendations for chloride?,1
Are there conditions other than vasculitis and inflammatory bowel disease that can cause a positive ANCA?,1
Anti-MuSK (muscle-specific kinase) Antibodies,1
Anti-Müllerian Hormone,1
Antimitochondrial Antibody and Antimitochondrial M2 Antibody,1
Activated Clotting Time (ACT),1
Aldolase,1
Albumin to Globulin Ratio,1
"Albumin, serum",1
Albumin,1
Alanine Aminotransferase (ALT),1
A healthy joint and a joint affected by rheumatoid arthritis.Image credit: National Institute of Arthritis and Musculoskeletal and Skin Diseaseas,1
A healthcare practitioner correctly places a tuberculin skin test in a recipient&#039;s forearm. Image credit: CDC,1
Adrenocorticotropic Hormone (ACTH),1
"ADH is made by the hypothalmus, located in the brain. Image credit: NIDDK",1
"Adenosine Deaminase, fluid",1
Adenosine Deaminase,1
Acute Viral Hepatitis Serology Panel,1
Acute Viral Hepatitis Panel,1
"A culture of MRSA. Image credit: M. Dankel, J. Gathany, CDC",1
ACTH Stimulation Test,1
"Aldosterone, Serum",1
Acid fast bacteria as seen under a microscope. Image credit: CDC,1
Acid-Fast Bacillus (AFB) Testing,1
"A child with mumps showing the typical swelling of the salivary glands below both ears called parotitis. Image credit: Heinz Eichenwald, CDC",1
A child with measles showing the typical rash. Image credit: CDC,1
"A child with a typical measles rash. Image credit: Jim Goodson, CDC",1
"A CGM device includes a small sensor wire inserted beneath the skin. As the device monitors your glucose, it sends the results wirelessly to a device worn on your clothing or a smartphone. Image credit: US Food and Drug Administration.",1
Acetylcholine Receptor (AChR) Antibody,1
Acetaminophen,1
"A breast duct with ductal carcinoma in situ (DCIS). Image credit: Don Bliss, NCI",1
"A breast duct with ductal carcinoma in situ (DCIS). Image credit: Don Bliss, National Cancer Institute",1
About Cardiac Biomarkers,1
About Breast Cancer Gene Expression Tests,1
ABO Group and Rh Type,1
Abnormal structures within the red blood cell,1
Aldosterone and Renin,1
"Aldosterone, Urine",1
Antimitochondrial Antibody and AMA M2,1
Androstenedione,1
Anti-malignin antibody,1
Anti-LKM-1,1
Antihistone Antibody,1
Anti-Endomysial Antibodies,1
Anti-<em>Saccharomyces cerevisiae</em> mannan antibodies,1
Anti-dsDNA,1
"Anti-double-stranded DNA, IgG",1
Anti-DNase B,1
Antidiuretic Hormone (ADH),1
Antideoxyribonuclease-B Titer,1
Anticentromere Antibody,1
Antibody Titer Test,1
Antibiotic Susceptibility Testing,1
Angiotensin-Converting Enzyme (ACE),1
Amylase,1
Alkaline Phosphatase (ALP),1
Amniotic Fluid Testing,1
"Ammonia, plasma",1
Ammonia,1
Aminoglycoside Antibiotics,1
AMAS,1
"A man with jaundice. Image credit: Thomas Sellers, CDC",1
Alpha-fetoprotein (Total),1
Alpha-fetoprotein-L3 Percent,1
Alpha-fetoprotein (AFP) Tumor Marker,1
Alpha-1 Antitrypsin,1
Allergy Blood Testing,1
Allergen-specific IgE Antibody Test,1
ALK Mutation (Gene Rearrangement),1
ALK (Anaplastic Lymphoma Receptor Tyrosine Kinase) Gene Rearrangement,1
Are there symptoms associated with decreased immunoglobulins?,1
Are there things that I can do to raise or lower my free T4 level?,1
Can I buy a CGM device over-the-counter?,1
Can adequate erythropoietin production by my kidneys be restored?,1
CALR Mutation,1
Can a blood sample be used instead of a tissue sample to perform these tests?,1
Can a blood sample from a fingerstick be used to diagnose diabetes?,1
Can a blood test be substituted for a stool calprotectin test?,1
Can a chromosome analysis be performed in my healthcare provider's office?,1
Can a CRP test be performed in my doctor's office?,1
Can a fructosamine test be used to screen for diabetes?,1
Are there things that I can do to raise or lower my TSH level?,1
Can a healthy diet and nutrition help keep optimal hemoglobin levels?,1
Can amniotic fluid analysis be performed in my healthcare practitioner's office?,1
Can an AFP test be performed at home or in my healthcare practitioner's office?,1
Can an anti-DNase B or an ASO be used to diagnose strep throat?,1
Can an apo A-I test be performed in my doctor's office or at home?,1
Can an apo B test be performed in my doctor's office or at home?,1
Calreticulin Mutation Analysis (myeloproliferative neoplasm),1
Calprotectin,1
Calcitonin,1
Caffeine,1
CA 15-3,1
CA-125,1
B Vitamins,1
Butyrylcholinesterase,1
BUN Reference Range,1
B-type Natriuretic Peptide,1
B<sub>2</sub>M,1
Breast Cancer Gene Expression Tests,1
BRCA Gene Mutation Test Results,1
BRCA Gene Mutation Testing,1
Bone Marrow Aspiration and Biopsy,1
Bone Markers,1
Body Fluid Testing,1
Can an HIV RNA test be used to screen for HIV?,1
Can anticentromere testing be done at my healthcare practitioner's office?,1
Can a pleural effusion go away on its own?,1
Can diabetes insipidus be treated?,1
Can I be vaccinated against HCV?,1
Can I be tested for cholinesterase in my healthcare provider's office?,1
Can I be tested for CCP antibody in my doctor's office?,1
Can I be fired from my job for testing positive for marijuana in areas of the U.S. where it has been legalized?,1
Can I be colonized with MRSA and not know it?,1
Can histamine testing be done in my healthcare practitioner's office?,1
Can herpes simplex virus cause serious infections?,1
Can glucose testing be done when I have not fasted?,1
Can gestational trophoblastic disease (GTD) be prevented?,1
Can flow cytometry immunophenotyping be done at my local laboratory?,1
Can either blood or urine be used for the MMA test?,1
Can e-cigarettes and vaping cause a positive nicotine result?,1
Can EBV cause other serious illnesses?,1
Can disorders detected through amniotic fluid analysis be prevented?,1
Can dengue fever be prevented?,1
Can ASO be used to diagnose strep throat?,1
Can dengue fever be passed from person to person?,1
Can cystatin C be measured in my urine?,1
Can clopidogrel resistance testing be done in my healthcare provider's office?,1
Cancer Antigen 19-9,1
Cancer Antigen 15-3,1
Cancer Antigen 125,1
Can B vitamins be measured at home or in my doctor's office?,1
Can bacterial pneumonia be prevented?,1
Can babies get GBS infections more than 7 days after they are born?,1
Can a white blood cell (WBC) differential be performed on samples other than blood?,1
Can a WBC count be performed on a sample other than blood?,1
"Can a urine culture be used to test for infections other than UTIs, such as sexually transmitted diseases (STDs)?",1
Can a urinalysis be done in my healthcare practitioner’s office?,1
Can a throat swab be used instead of a nasopharyngeal sample from my nose?,1
BNP and NT-proBNP,1
Blood Urea Nitrogen (BUN),1
Blood Typing,1
Bacterial and Fungal Susceptibility Testing,1
"Besides antibody tests, what other tests may be ordered?",1
"Besides antibody and molecular tests, are there other ways of testing for toxoplasmosis?",1
"Besides a neuroendocrine tumor, what else can cause elevated CgA levels?",1
"Besides ANCA, what other lab tests may be done?",1
"Besides ABO and Rh, are there other types of red blood cell antigens?",1
"Benign prostatic hyperplasia can cause an elevated PSA. Image credit: Alan Hoofring, NCI",1
BCR-ABL1 Fusion,1
BCR-ABL1,1
B-cell Immunoglobulin Gene Rearrangement,1
B-cell Gene Rearrangement,1
Basophils,1
Basic Metabolic Panel (BMP),1
"Bacteria, yeast and parasites",1
Bacterial Wound Culture,1
Autoantibodies,1
"Besides blood and urine, can other body fluids be tested for glucose?",1
Aspartate Aminotransferase (AST),1
Ascorbic Acid (Vitamin C),1
Article Sources,1
Arterial Blood Gas Analysis,1
Are thyroid antibodies part of routine thyroid testing?,1
Are those parasitic worms I'm seeing in my stool sample?,1
Are the two tests always done together?,1
Are these tests always performed together as a panel?,1
Are there ways to test for G6PD deficiency other than enzyme testing?,1
Are there ways to protect myself and my family if I have a job where I may be exposed to lead?,1
Are there ways to protect myself and my family from lead exposure?,1
Are there warning signs for abnormally low hemoglobin levels?,1
Are there vaccines for arboviruses?,1
Are there treatments available for decreased or dysfunctional fibrinogen?,1
"Besides ASCA, what other testing may be done?",1
"Besides glucose, what other tests might be done?",1
Blood Smear,1
Beta-2 Microglobulin Tumor Marker,1
Blood Ketones,1
Blood (Hemoglobin) and Myoglobin,1
Blood Glucose (Random),1
Blood Glucose (Fasting),1
Blood Gases,1
Blood Culture,1
Blood Creatinine Reference Range,1
Blood and Its Components. Video credit: American Society of Hematology,1
Biochemical Markers of Bone Remodeling,1
Bilirubin - blood,1
Bicarbonate (Total CO2) Reference Range,1
Bicarbonate (Total CO2),1
"Beta<sub>2</sub> Microglobulin, Serum, Urine, or CSF",1
"Beta<sub>2</sub> Microglobulin, Serum or Urine",1
Beta-2 Microglobulin Kidney Disease,1
"Besides HCV testing, what other tests might be done?",1
"Beta-2 Glycoprotein 1 Antibodies IgG, IgM, and IgA",1
Beta-2 Glycoprotein 1 Antibodies,1
"Besides ZPP and lead levels, what other tests might my doctor order to monitor exposure to lead?",1
"Besides urine and saliva, what other types of samples may be used for marijuana testing?",1
"Besides tests for Legionella pneumophila, what other testing may be done?",1
"Besides TB, what other types of mycobacteria can be identified with AFB testing?",1
"Besides sirolimus testing, what other tests might be done and why?",1
"Besides ovarian tumors, is inhibin testing used for other conditions?",1
"Besides NIPS, what are the other options for prenatal screening?",1
"Besides lung cancer, are there other types of cancers that have increased EGFR protein?",1
"Besides inhibin B, what other tests may be done?",1
"Besides infertility, is inhibin testing used for other conditions?",1
"Besides HPV, what are other risk factors for cervical cancer in women?",1
"Besides HER2, what other laboratory tests may my healthcare provider order on my breast cancer tissue?",1
Does everyone treated for <em>H. pylori</em> get better?,1
Does everyone with elevated androstenedione have symptoms?,1
Does everyone with elevated DHEAS have symptoms?,1
"If a mother has an incompatibility with one child, will she have them with all of her children?",1
I am on a low-dose aspirin regimen to prevent another heart attack. Do I need to be monitored with salicylate tests?,1
I am on anticoagulant therapy. Can I still have this test done?,1
I am pregnant; will I have both first and second trimester screening performed?,1
I am pregnant. Will I have both first and second trimester screening performed?,1
I am taking the drug primidone. Why is my doctor monitoring phenobarbital?,1
"If a drop of blood on a slide contains millions of RBCs, thousands of WBCs, and hundreds of thousands of platelets, how can the laboratorian see individual cells?",1
"If bicarbonate levels are too high or low, what treatments can help?",1
"If I have had EBV infection, can I still get mono?",1
"If HE or HES is suspected, what other lab tests in may be done in addition to <em>FIP1L1-PDGFRA</em>?",1
"If I am a smoker, does an elevated CEA level mean I have cancer?",1
"If I am diagnosed with gestational diabetes, will I need to monitor my glucose levels?",1
"If I am diagnosed with strep, will an anti-DNase B or ASO always be performed?",1
"If I am diagnosed with strep, will an ASO always be performed?",1
"If I am menopausal and on hormone replacement therapy (HRT), is there ever a need to monitor my progesterone level?",1
I am being treated with warfarin (Coumadin®). Should I avoid eating foods that are rich in vitamin K and will limiting these foods cause an increased risk of vitamin K deficiency?,1
"I am a woman, so why do I need a testosterone test?",1
"I am an alcoholic, but I have quit drinking. Will my GGT ever go back to normal?",1
I also had a test for thyroglobulin antibodies done. Why?,1
Human T-Lymphotropic Virus Types I/II Antibodies,1
Human T-cell Lymphotropic Virus (HTLV) Testing,1
Human Papillomavirus (HPV) Test,1
Human Leukocyte Antigen B27,1
Human Leukocyte Antigen,1
"Human Immunodeficiency Virus RNA, quantitative",1
"Human Immunodeficiency Virus (HIV) particles. Image credit: A. Harrison, P. Feorino, CDC",1
Human Immunodeficiency Virus Antiretroviral Drug Genotypic Resistance Testing,1
Human Epididymis Protein 4 (HE4),1
"Human Chorionic Gonadotropin, quantitative",1
Human Chorionic Gonadotropin,1
H. pylori bacteria can cause peptic ulcers—sores on the lining of the stomach or duodenum. Image credit: National Institute of Diabetes and Digestive and Kidney Diseases,1
How would an ER physician evaluate an unconscious person or a child who is unable to tell what he or she has taken?,1
"If I am treated and the infection goes away, can I get another <em>H. pylori</em> infection?",1
"If I can't absorb vitamin B12, how can I get enough?",1
"If I consume foods fortified with calcium, would it change my laboratory results?",1
"If I have an elevated tryptase, does this mean I have mastocytosis?",1
"If I have had a Zika infection, can I get it again?",1
"If I have had a kidney stone, what foods or drinks should I avoid ?",1
"If I have had a kidney stone, should I avoid calcium?",1
"If I have had a hepatitis A infection, can I get it again?",1
"If I have genetic testing done, will I still need to be monitored with PT/INR tests?",1
"If I have elevated cold agglutinins, is there anything I can do to make them go away or decrease them?",1
"If I have diabetes, should I have a fructosamine test?",1
"If I have diabetes, can I just test for glucose instead of ketones?",1
"If I have cardiolipin antibodies, will I definitely develop blood clots?",1
"If I have been diagnosed with lupus, will it ever go away?",1
"If I have a positive urine protein test, what other tests might be done in follow up?",1
"If I have a persistent cough and fever, why would my healthcare provider ask me where I have been traveling and what activities I have been doing?",1
"If I have antiphospholipid antibodies, will I definitely develop blood clots?",1
"If I have an HIT antibody, will it eventually go away?",1
"If I have an elevated prolactin, why is my healthcare practitioner testing my thyroid?",1
"If I develop antibodies to one type of TNF inhibitor therapy, and I am switched to a different one, will I develop antibodies to the second TNF inhibitor?",1
"If I have an elevated MMA, why might my doctor hesitate to diagnose me with vitamin B12 deficiency?",1
"If I have an elevated B2M, does it mean that I have been exposed to cadmium or mercury?",1
"If I have a negative NIPS with my current pregnancy, will I need to repeat it with the next baby?",1
"If I have an abnormal WBC count, what other tests might my doctor order?",1
"If I have an abnormal result on my WBC differential, what other tests might my healthcare provider order?",1
"If I have an abnormal result on my CBC, what other tests might my healthcare practitioner order as follow up?",1
"If I have an abnormal monoclonal immunoglobulin in my blood, does it mean that I have multiple myeloma or some other type of cancer?",1
"If I have AMA, will the antibodies ever go away?",1
"If I have a low testosterone level, will taking supplemental testosterone help?",1
"If I have a hobby such as stained glass working but no symptoms, do I need to have a ZPP test done?",1
"If I get treated, can I get trichomoniasis again?",1
"If I get treated, can I get syphilis again?",1
"If I get treated, can I get chlamydia again?",1
"If I get a liquid biopsy, will I still need a tissue biopsy?",1
How widely available are liquid biopsies?,1
How treatable are abnormal red blood cell counts?,1
How the pancreas responds to low or high blood glucose levels. Image credit: National Institute of Diabetes and Digestive and Kidney Diseases,1
How is the testing used?,1
How long does it take for PD-L1 testing results?,1
How long does it take for NIPS results?,1
How long does it take for <em>JAK2</em> mutation test results?,1
How long does it take for EGFR testing results?,1
How long does it take for CALR mutation test results?,1
How long does it take for AMH results?,1
How long does a premature neonate have to take caffeine?,1
How long does antibiotic treatment for strep throat usually last?,1
How large are kidney stones?,1
How kidneys work. Image credit: NIDDK,1
How is valproic acid taken?,1
How is trichomoniasis treated?,1
How is treatment determined?,1
How is transferrin saturation calculated?,1
How is the serum osmolal gap calculated?,1
How long does it take to get results from a syphilis test?,1
How is the lipid panel used?,1
How is the comprehensive metabolic panel different from the basic metabolic panel (BMP)?,1
How is the BMP different than the CMP and why would my doctor order one over the other?,1
How is the blood smear used?,1
How is someone exposed to toxic metals?,1
How is phenytoin taken?,1
How is non-HDL cholesterol calculated?,1
How is leptin deficiency treated?,1
How is hypoglycemia diagnosed?,1
How is HPV treated?,1
How is HIV treated?,1
How is HIV infection diagnosed?,1
How is herpes treated?,1
How is hepatitis B treated?,1
How long does it take for results to become available?,1
How long do I have to be monitored?,1
How soon after exposure to the virus do symptoms appear?,1
How long will it take for HLA-B27 results?,1
How serious is a case of infectious mononucleosis?,1
How much vitamin D should I be getting each day?,1
How many days after a miscarriage would it take for a urine pregnancy test to show a negative result?,1
How long will my phenobarbital level have to be monitored?,1
How long will it take to get the results of my gastrin test?,1
How long will it take to get results?,1
How long will it take to get my results?,1
How long will it take for the medicine to work?,1
How long will it take for test results?,1
How long will it take for pregnenolone results?,1
How long will it take for PML-RARA testing results?,1
How long will it take for my results to be available?,1
How long will it take for my ESR result?,1
How long will it take for my calprotectin results?,1
How long will it take for androstenedione test results?,1
How long is someone usually treated with heparin?,1
How long will it take for 17-hydroxyprogesterone results?,1
How long will I need to be on valproic acid?,1
How long will I need to be on tacrolimus?,1
How long will I need to be on sirolimus?,1
How long will I need to be on phenytoin?,1
How long will I need to be on mycophenolate?,1
How long will I need to be on lithium?,1
How long will I need to be on levetiracetam?,1
How long will I need to be on digoxin?,1
How long will I need to be on cyclosporine?,1
How long will I need to be on carbamazepine?,1
How long will I have to receive heparin treatment?,1
How long will a drug test detect THC after marijuana use?,1
How long should I stay away from other people if I have a positive test result?,1
"If I have had dengue fever, can I get it again?",1
"If I have heavy menstrual periods, do I have von Willebrand disease (VWD)?",1
Does everyone with <em>H. pylori</em> get ulcers?,1
Interpreting <em>BRCA </em>gene mutation test results,1
Insulin Autoantibodies (IAA),1
Insulin-like Growth Factor-1 (IGF-1),1
Insulinoma-Associated-2 Autoantibodies (IA-2A),1
"Insulin, serum",1
Interferon Gamma Release Assay,1
Interleukin-6,1
Intrinsic Factor Antibody,1
"If I have hepatitis A, how long will I be contagious?",1
"Invasive breast cancer cells growing through the wall of a breast duct. Image credit: Don Bliss, National Cancer Institute",1
Iron,1
"Iron, serum",1
Iron Tests,1
Is A1c reported the same way around the world?,1
Is a CD4 cell count used in conditions other than HIV infection?,1
Insulin,1
Inorganic Phosphate,1
"In males, testosterone is primarily produced by the testicles. Image credit: National Cancer Institute",1
"In males and females, some testosterone is produced by the adrenal glands, located atop each kidney. Image credit: NCI",1
Inhibin B in Infertility,1
"Inhibin B Infertility, Serum",1
"Inhibin A and Inhibin B, Tumor Marker, Serum",1
Inhibin A and Inhibin B Tumor Markers,1
Influenza virus. Image credit: National Institute of Allergy and Infectious Diseases,1
Influenza Tests,1
"Influenza is spread by coughing and sneezing. Image credit: Brian Judd, CDC",1
Infectious Mononucleosis Rapid Test,1
"In a primary chicken pox infection, an itchy rash develops followed by formation of pimple-like papules that become small, fluid-filled blisters. The blisters break, form a crust and then heal. Image credit: NIAID",1
"In addition to the blood sample for this test, I was instructed to collect a urine sample. Why?",1
"In addition to stone testing, what other lab tests might be done?",1
"In addition to SHBG, what other tests might be done?",1
"In addition to MPA levels, what other tests might be ordered?",1
Is acetaminophen dangerous if used appropriately?,1
Is ACT ever done in the central laboratory?,1
Is a home sperm count test available?,1
Is it necessary to perform ASCA testing more than once?,1
Is my blood type (ABO) related to my HLA genes and antigens?,1
"Is mononucleosis really a ""kissing disease""?",1
Islet Cell Cytoplasmic Autoantibodies (ICA),1
Islet Autoantibodies in Diabetes,1
Is it safe to donate and receive blood?,1
Is it really necessary to save all of my urine over 5 hours?,1
Is it really necessary to lie down before testing?,1
Is it really necessary to follow the dietary restrictions?,1
Is it really necessary to continue treatment for a long period of time?,1
Is it possible to prevent a group B strep (GBS) infection in newborns?,1
Is it ok for pregnant women and young children to eat fish?,1
Is it necessary to use both HE4 and CA-125?,1
Is it necessary to repeat an ALK mutation test?,1
Is it necessary to repeat a KRAS mutation test?,1
Is it necessary to do both blood and urine tests?,1
Is ammonia testing used to detect or monitor ammonia poisoning?,1
Is it important to use the same lab each time I have a CA 19-9 test done?,1
Is it important to determine which mutation I have?,1
Is hs-CRP specific for predicting heart disease?,1
Is GBS considered a sexually transmitted disease (STD)?,1
Is fortifying milk and cereals with vitamin D a good practice?,1
Is electrophoresis used for anything else?,1
Is calcitonin ever used as a supplement?,1
Is CA-125 always increased in ovarian cancer?,1
Is a pleural effusion serious?,1
Is anyone more at risk for abnormal hematocrit values?,1
Is anyone at particular risk for low or high sodium levels?,1
Is anyone at high risk for abnormal albumin levels?,1
Is anyone at greater risk of abnormal hemoglobin levels?,1
Is an eGFR always calculated when a creatinine test is ordered?,1
"In addition to lead, mercury, arsenic, cadmium and chromium, what are some other metals that may be tested?",1
"In addition to growth hormone testing, what other laboratory tests might be done?",1
"In addition to factor V Leiden and PT 2010, what other tests might be done to evaluate excessive clotting?",1
"If it is suspected that I have an excessive clotting disorder, what tests other than LA might my doctor use to evaluate my condition?",1
"If one child in my family has strep throat, is everyone going to get sick?",1
"If my thyroid is removed, will I need to replace my calcitonin?",1
"If my RBC Count is out of range, what other tests might be done?",1
"If my posture is important in the outcome of the results, how can I control it?",1
